date,city,country,confirmed,deaths,recovered,lat,long
3/12/20,Wisconsin,United States,8,0,1,44.2685,-89.6165
3/12/20,Arkansas,United States,6,0,0,34.9697,-92.3731
3/12/20,New Hampshire,United States,6,0,0,43.4525,-71.5639
3/12/20,Connecticut,United States,5,0,0,41.5978,-72.7554
3/12/20,New Mexico,United States,5,0,0,34.8405,-106.2485
3/12/20,Ohio,United States,5,0,0,40.3888,-82.7649
3/12/20,Rhode Island,United States,5,0,0,41.6809,-71.5118
3/12/20,Utah,United States,5,0,0,40.15,-111.8624
3/12/20,Tasmania,Australia,3,0,0,-41.4545,145.9707
3/12/20,Faroe Islands,Denmark,2,0,0,61.8926,-6.9118
3/12/20,St Martin,France,2,0,0,18.0708,-63.0501
3/12/20,Hawaii,United States,2,0,0,21.0943,-157.4983
3/12/20,Michigan,United States,2,0,0,43.3266,-84.5361
3/12/20,Oklahoma,United States,2,0,0,35.5653,-96.9289
3/12/20,Vermont,United States,2,0,0,44.0459,-72.7107
3/12/20,Channel Islands,United Kingdom,2,0,0,49.3723,-2.3644
3/12/20,Northern Territory,Australia,1,0,0,-12.4634,130.8456
3/12/20,New Brunswick,Canada,1,0,0,46.5653,-66.4619
3/12/20,Tibet,China,1,0,1,31.6927,88.0924
3/12/20,Saint Barthelemy,France,1,0,0,17.9,-62.8333
3/12/20,Delaware,United States,1,0,0,39.3185,-75.5071
3/12/20,Kansas,United States,1,0,0,38.5266,-96.7265
3/12/20,Mississippi,United States,1,0,0,32.7416,-89.6787
3/12/20,Missouri,United States,1,0,0,38.4561,-92.2884
3/12/20,Montana,United States,1,0,0,46.9219,-110.4544
3/12/20,North Dakota,United States,1,0,0,47.5289,-99.784
3/12/20,Wyoming,United States,1,0,0,42.756,-107.3025
3/12/20,Gibraltar,United Kingdom,1,0,1,36.1408,-5.3536
3/12/20,From Diamond Princess,Australia,0,0,0,35.4437,139.638
3/12/20,Gansu,China,0,0,0,36.0611,103.8343
3/12/20,Hebei,China,0,0,0,38.0428,114.5149
3/12/20,Alaska,United States,0,0,0,61.3707,-152.4044
3/12/20,Idaho,United States,0,0,0,44.2405,-114.4788
3/12/20,Maine,United States,0,0,0,44.6939,-69.3819
3/12/20,West Virginia,United States,0,0,0,38.4912,-80.9545
3/12/20,Quang Ha,Vietnam,39,0,16,16,108
3/11/20,Unknown,Afghanistan,7,0,0,33,65
3/11/20,Unknown,Albania,12,1,0,41.1533,20.1683
3/11/20,Unknown,Algeria,20,0,0,28.0339,1.6596
3/11/20,Unknown,Andorra,1,0,0,42.5063,1.5218
3/11/20,Unknown,Argentina,19,1,0,-38.4161,-63.6167
3/11/20,Unknown,Armenia,1,0,0,40.0691,45.0382
3/11/20,Unknown,Austria,246,0,4,47.5162,14.5501
3/11/20,Unknown,Azerbaijan,11,0,3,40.1431,47.5769
3/11/20,Unknown,Bahrain,195,0,35,26.0275,50.55
3/11/20,Unknown,Bangladesh,3,0,0,23.685,90.3563
3/11/20,Unknown,Belarus,9,0,3,53.7098,27.9534
3/11/20,Brussels,Belgium,314,3,1,50.8333,4
3/11/20,Unknown,Bhutan,1,0,0,27.5142,90.4336
3/11/20,Unknown,Bolivia,2,0,0,-16.2902,-63.5887
3/11/20,Unknown,Bosnia and Herzegovina,7,0,0,43.9159,17.6791
3/11/20,Unknown,Brazil,38,0,0,-14.235,-51.9253
3/11/20,Unknown,Brunei,11,0,0,4.5353,114.7277
3/11/20,Unknown,Bulgaria,7,1,0,42.7339,25.4858
3/11/20,Unknown,Burkina Faso,2,0,0,12.2383,-1.5616
3/11/20,Kampong Chhnang,Cambodia,3,0,1,12.5657,104.991
3/11/20,Unknown,Cameroon,2,0,0,3.848,11.5021
3/11/20,Unknown,Chile,23,0,0,-35.6751,-71.543
3/11/20,Unknown,Colombia,9,0,0,4.5709,-74.2973
3/11/20,Unknown,Congo (Kinshasa),1,0,0,-4.0383,21.7587
3/11/20,Unknown,Costa Rica,13,0,0,9.7489,-83.7534
3/11/20,Unknown,Cote d'Ivoire,1,0,0,7.54,-5.5471
3/11/20,Unknown,Croatia,19,0,0,45.1667,15.5
3/11/20,Unknown,Cyprus,6,0,0,35.1264,33.4299
3/11/20,Unknown,Dominican Republic,5,0,0,18.7357,-70.1627
3/11/20,Unknown,Ecuador,17,0,0,-1.8312,-78.1834
3/11/20,Unknown,Egypt,60,1,27,26,30
3/11/20,Unknown,Estonia,16,0,0,58.5953,25.0136
3/11/20,Kajaani,Finland,59,0,1,64,26
3/11/20,Unknown,French Guiana,5,0,0,3.9339,-53.1258
3/11/20,Unknown,Georgia,24,0,0,42.3154,43.3569
3/11/20,Kassel,Germany,1908,3,25,51,9
3/11/20,Unknown,Greece,99,1,0,39.0742,21.8243
3/11/20,Unknown,Holy See,1,0,0,41.9029,12.4534
3/11/20,Unknown,Honduras,2,0,0,15.2,-86.2419
3/11/20,Unknown,Hungary,13,0,0,47.1625,19.5033
3/11/20,Unknown,Iceland,85,0,1,64.9631,-19.0208
3/11/20,Nagpur,India,62,1,4,21,78
3/11/20,Unknown,Indonesia,34,1,2,-0.7893,113.9213
3/11/20,Unknown,Iraq,71,7,15,33,44
3/11/20,Unknown,Ireland,43,1,0,53.1424,-7.6921
3/11/20,Unknown,Israel,109,0,4,31,35
3/11/20,Arezzo,Italy,12462,827,1045,43,12
3/11/20,Unknown,Jamaica,1,0,0,18.1096,-77.2975
3/11/20,Unknown,Jordan,1,0,0,31.24,36.51
3/11/20,Daegu,South Korea,7755,60,288,36,128
3/11/20,Unknown,Kuwait,72,0,2,29.5,47.75
3/11/20,Unknown,Latvia,10,0,1,56.8796,24.6032
3/11/20,Unknown,Lebanon,61,3,1,33.8547,35.8623
3/11/20,Unknown,Liechtenstein,1,0,0,47.14,9.55
3/11/20,Unknown,Lithuania,3,0,0,55.1694,23.8813
3/11/20,Unknown,Luxembourg,7,0,0,49.8144,6.1317
3/11/20,Sibu,Malaysia,149,0,26,2.5,112.5
3/11/20,Unknown,Maldives,8,0,0,3.2028,73.2207
3/11/20,Unknown,Malta,6,0,0,35.9375,14.3754
3/11/20,Unknown,Martinique,3,0,0,14.6415,-61.0242
3/11/20,Fresnillo,Mexico,8,0,4,23,-102
3/11/20,Unknown,Moldova,3,0,0,47.4116,28.3699
3/11/20,Unknown,Monaco,1,0,0,43.7333,7.4167
3/11/20,Unknown,Mongolia,1,0,0,46.8625,103.8467
3/11/20,Unknown,Morocco,5,1,0,31.7917,-7.0926
3/11/20,Pokhara,Nepal,1,0,1,28.3949,84.124
3/11/20,Unknown,Netherlands,503,5,0,52.1326,5.2913
3/11/20,Unknown,New Zealand,5,0,0,-40.9006,174.886
3/11/20,Unknown,Nigeria,2,0,0,9.082,8.6753
3/11/20,Unknown,North Macedonia,7,0,0,41.6086,21.7453
3/11/20,Unknown,Norway,598,0,1,60.472,8.4689
3/11/20,Unknown,occupied Palestinian territory,0,0,0,31.9522,35.2332
3/11/20,Dawwah,Oman,18,0,9,21,57
3/11/20,Quetta,Pakistan,19,0,2,30.3753,69.3451
3/11/20,Unknown,Panama,8,1,0,8.538,-80.7821
3/11/20,Unknown,Paraguay,5,0,0,-23.4425,-58.4438
3/11/20,Unknown,Peru,11,0,0,-9.19,-75.0152
3/11/20,Boac,Philippines,49,1,2,12.8797,121.774
3/11/20,Unknown,Poland,31,0,0,51.9194,19.1451
3/11/20,Unknown,Portugal,59,0,0,39.3999,-8.2245
3/11/20,Unknown,Qatar,262,0,0,25.3548,51.1839
3/11/20,Reunion,France,1,0,0,-21.1151,55.5364
3/11/20,Reunion,Romania,45,0,6,46,25
3/11/20,Unknown,Russia,20,0,3,60,90
3/11/20,Unknown,San Marino,62,2,0,43.9424,12.4578
3/11/20,Unknown,Saudi Arabia,21,0,1,24,45
3/11/20,Unknown,Senegal,4,0,1,14.4974,-14.4524
3/11/20,Unknown,Serbia,12,0,0,44.0165,21.0059
3/11/20,Singapore,Singapore,178,0,96,1.2833,103.8333
3/11/20,Unknown,Slovakia,10,0,0,48.669,19.699
3/11/20,Unknown,Slovenia,57,0,0,46.1512,14.9955
3/11/20,Unknown,South Africa,13,0,0,-30.5595,22.9375
3/11/20,Madrid,Spain,2277,54,183,40,-4
